track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,danceability,energy,key,loudness,speechiness,liveness,valence,tempo,duration_ms,popularity_category,tempo_category,loudness_category,release_month
Hair Down (feat. Kendrick Lamar),SiR,70,Hair Down (feat. Kendrick Lamar),2019-08-08,r&b,0.804,0.509,8,-10.833,0.132,0.314,0.472,120.074,217006,High Popularity,Fast,Quiet,August
Only Child,Tierra Whack,67,Only Child,2019-02-19,r&b,0.826,0.365,1,-7.024,0.0412,0.186,0.802,85.244,239324,High Popularity,Slow,Moderate,February
Comfort Inn Ending (Freestyle),Jhené Aiko,57,Sail Out,2013-01-01,r&b,0.501,0.301,3,-10.8,0.0366,0.107,0.179,122.934,321827,Medium Popularity,Fast,Quiet,January
Out Of The Ordinary,Jacquees,55,King of R&B,2019-11-08,r&b,0.723,0.464,9,-8.446,0.0409,0.189,0.531,137.983,187600,Medium Popularity,Fast,Moderate,November
Flex,Theblackboyjohn,13,Red John - EP,2018-10-12,r&b,0.914,0.765,5,-2.955,0.0408,0.119,0.844,105.922,203833,Very Low Popularity,Moderate,Loud,October
Love U Better (feat. Lil Wayne & The-Dream),Ty Dolla $ign,65,Beach House 3,2017-10-27,r&b,0.645,0.541,10,-6.312,0.0385,0.325,0.411,95.061,181880,High Popularity,Moderate,Moderate,October
Worth It,YK Osiris,75,Worth It,2019-02-08,r&b,0.764,0.528,5,-4.082,0.0588,0.0811,0.422,123.936,189253,High Popularity,Fast,Loud,February
Girls Need Love (with Drake) - Remix,Summer Walker,10,Girls Need Love (with Drake) [Remix],2019-02-10,r&b,0.656,0.432,6,-9.481,0.217,0.132,0.0897,97.022,222374,Very Low Popularity,Moderate,Moderate,February
Holy Ghost,Fantasia,29,Holy Ghost,2019-09-20,r&b,0.637,0.772,3,-2.552,0.137,0.187,0.7,160.939,191786,Low Popularity,Very Fast,Loud,September
Secret (feat. YK Osiris),Ann Marie,64,Tripolar 2,2019-01-09,r&b,0.738,0.617,1,-6.775,0.0514,0.201,0.783,130.096,179147,High Popularity,Fast,Moderate,January
Conclusion,NOLAN,39,Before the Suns Up,2019-06-04,r&b,0.632,0.469,6,-8.856,0.0705,0.143,0.446,83.001,149250,Low Popularity,Slow,Moderate,June
God's Will,DJ Bode,6,God's Will,2019-06-23,r&b,0.793,0.843,0,-3.556,0.108,0.278,0.918,102.007,251507,Very Low Popularity,Moderate,Loud,June
I Have Nothing,Whitney Houston,73,The Bodyguard - Original Soundtrack Album,1992-11-17,r&b,0.54,0.401,0,-10.499,0.0364,0.164,0.24,152.974,289160,High Popularity,Very Fast,Quiet,November
I Don't Need You,Yady,27,I Don't Need You,2019-03-27,r&b,0.794,0.525,1,-6.582,0.161,0.124,0.265,160.119,196320,Low Popularity,Very Fast,Moderate,March
Her Vice,Rex Stax,26,Her Vice,2018-08-07,r&b,0.712,0.541,2,-8.79,0.24,0.101,0.487,119.413,232667,Low Popularity,Moderate,Moderate,August
Feelings (feat. H.E.R.),Deante' Hitchcock,47,Just A Sample 2,2019-03-15,r&b,0.498,0.726,7,-5.7,0.175,0.113,0.315,125.128,211920,Medium Popularity,Fast,Moderate,March
I Don't Care (with Justin Bieber),Ed Sheeran,84,No.6 Collaborations Project,2019-07-12,r&b,0.798,0.675,6,-5.041,0.0442,0.0894,0.842,101.956,219947,Very High Popularity,Moderate,Moderate,July
Heat (feat. Gunna),Chris Brown,63,Heat (feat. Gunna),2019-06-20,r&b,0.62,0.613,0,-5.83,0.0795,0.117,0.483,82.43,232733,High Popularity,Slow,Moderate,June
HOLD UP (feat. Queen Naija),DDG,57,Sorry 4 The Hold Up,2019-03-22,r&b,0.517,0.58,1,-5.501,0.0997,0.62,0.649,171.505,205120,Medium Popularity,Very Fast,Moderate,March
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,56,It Ain't Safe No More. . .,2002-11-26,r&b,0.563,0.751,6,-4.325,0.317,0.636,0.487,85.789,324307,Medium Popularity,Slow,Loud,November
Friday,Theblackboyjohn,5,Friday,2019-08-16,r&b,0.533,0.594,4,-7.373,0.0903,0.0463,0.196,105.987,163631,Very Low Popularity,Moderate,Moderate,August
Love Riddim,Rotimi,62,Love Riddim,2019-04-18,r&b,0.781,0.633,4,-5.616,0.0351,0.0964,0.795,107.074,219482,High Popularity,Moderate,Moderate,April
Lost Without U,Robin Thicke,6,The Evolution of Robin Thicke,2006-01-01,r&b,0.664,0.351,0,-12.136,0.118,0.106,0.816,113.204,254147,Very Low Popularity,Moderate,Quiet,January
Pilot Jones,Frank Ocean,55,channel ORANGE (Explicit Version),2012-01-01,r&b,0.394,0.433,8,-13.473,0.374,0.817,0.394,118.988,184080,Medium Popularity,Moderate,Quiet,January
That's Why I Love You (feat. Sabrina Claudio),SiR,63,Chasing Summer,2019-08-30,r&b,0.634,0.496,3,-6.077,0.292,0.13,0.546,119.627,241747,High Popularity,Moderate,Moderate,August
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,15,Floor Seats,2019-08-16,r&b,0.737,0.597,7,-7.333,0.118,0.13,0.448,92.049,222987,Very Low Popularity,Moderate,Moderate,August
New Sky (feat. Kadhja Bonet),SiR,55,Chasing Summer,2019-08-30,r&b,0.608,0.651,5,-6.954,0.0375,0.151,0.252,89.097,191973,Medium Popularity,Slow,Moderate,August
holy terrain,FKA twigs,57,holy terrain,2019-09-09,r&b,0.534,0.578,7,-7.541,0.123,0.119,0.252,159.832,243000,Medium Popularity,Very Fast,Moderate,September
She Said,Hablot Brown,47,She Said,2017-07-17,r&b,0.782,0.422,5,-6.464,0.311,0.119,0.509,87.091,179310,Medium Popularity,Slow,Moderate,July
Catalina (feat. Tom Terrell),Jairus Mozee,20,The Elevator Album,2012-09-06,r&b,0.705,0.254,1,-14.722,0.0274,0.11,0.458,87.048,247015,Very Low Popularity,Slow,Quiet,September
Wake Up This Day,Tom Misch,57,Beat Tape 2,2015-08-28,r&b,0.734,0.479,0,-8.285,0.0341,0.0859,0.409,90.029,229238,Medium Popularity,Moderate,Moderate,August
Thank You,Quincy Mumford,53,Thank You,2018-09-21,r&b,0.856,0.213,9,-11.981,0.1,0.107,0.206,81.999,206867,Medium Popularity,Slow,Quiet,September
Bad Bad News,Leon Bridges,65,Good Thing,2018-05-04,r&b,0.781,0.629,5,-6.152,0.0647,0.0881,0.693,111.975,207307,High Popularity,Moderate,Moderate,May
Tadow,Masego,16,Tadow,2017-10-06,r&b,0.719,0.487,9,-6.21,0.0604,0.0958,0.345,121.729,301639,Very Low Popularity,Fast,Moderate,October
Old Graffiti,Bibio,39,Old Graffiti,2019-03-26,r&b,0.639,0.914,10,-7.189,0.0394,0.0382,0.966,94.823,208853,Low Popularity,Moderate,Moderate,March
Mornin Dew,Sunni Colon,53,Satin Psicodelic,2018-08-29,r&b,0.471,0.466,7,-11.466,0.0469,0.121,0.104,102.988,324130,Medium Popularity,Moderate,Quiet,August
Temptations,Jitwam,25,Temptations,2019-03-06,r&b,0.788,0.431,5,-8.097,0.0278,0.151,0.719,96.063,170710,Low Popularity,Moderate,Moderate,March
As Long As I Got You,Ruck P,42,Destination,2018-07-18,r&b,0.574,0.453,8,-9.32,0.106,0.111,0.503,84.027,217143,Medium Popularity,Slow,Moderate,July
Easily,Bruno Major,74,A Song For Every Moon,2017-08-31,r&b,0.772,0.256,7,-8.545,0.0481,0.144,0.357,118.902,210240,High Popularity,Moderate,Moderate,August
"thank u, next",Adam Neely,38,"thank u, next",2019-04-15,r&b,0.566,0.487,6,-7.034,0.0452,0.0969,0.414,98.025,193447,Low Popularity,Moderate,Moderate,April
Get to You Again,Mac Ayres,48,Get to You Again,2018-07-25,r&b,0.499,0.429,3,-10.288,0.0495,0.334,0.277,117.751,267450,Medium Popularity,Moderate,Quiet,July
Line by Line,PREP,56,Line by Line,2018-11-09,r&b,0.827,0.491,11,-7.305,0.1,0.292,0.647,93.019,237787,Medium Popularity,Moderate,Moderate,November
Cool Side Of The Pillow,Kyle Dion,45,Cool Side Of The Pillow,2017-07-15,r&b,0.479,0.646,5,-7.205,0.207,0.174,0.369,149.096,223782,Medium Popularity,Fast,Moderate,July
It Runs Through Me,Tom Misch,67,Geography,2018-04-06,r&b,0.802,0.607,11,-11.028,0.289,0.246,0.274,96.916,261881,High Popularity,Moderate,Quiet,April
Best Friend,Ady Suleiman,47,Thoughts & Moments Vol. 1 Mixtape,2019-04-05,r&b,0.708,0.488,1,-7.896,0.264,0.0823,0.774,160.083,219066,Medium Popularity,Very Fast,Moderate,April
Let's Ride,Q-Tip,59,Amplified,1999-11-23,r&b,0.775,0.795,5,-4.171,0.206,0.0411,0.796,95.212,246493,Medium Popularity,Moderate,Loud,November
Old Fashioned,Bruno Major,62,Old Fashioned,2019-02-19,r&b,0.74,0.242,2,-9.003,0.0472,0.0972,0.331,131.987,199904,High Popularity,Fast,Moderate,February
Crazy Dream,Tom Misch,61,Crazy Dream,2016-06-08,r&b,0.852,0.664,9,-5.179,0.123,0.0737,0.148,95.815,212044,High Popularity,Moderate,Moderate,June
I Remember,Ady Suleiman,40,Memories,2018-03-09,r&b,0.695,0.558,10,-5.131,0.319,0.101,0.768,171.887,271747,Low Popularity,Very Fast,Moderate,March
Under,Mac Ayres,58,Something to Feel,2018-09-05,r&b,0.732,0.366,3,-8.601,0.0568,0.194,0.544,85.909,225866,Medium Popularity,Slow,Moderate,September
In the Moment,Silo,36,In the Moment - EP,2017-07-28,r&b,0.806,0.383,1,-8.077,0.225,0.0781,0.393,90.043,200020,Low Popularity,Moderate,Moderate,July
Tadow,Masego,75,Lady Lady,2018-09-07,r&b,0.704,0.487,9,-6.407,0.0604,0.111,0.313,121.726,301893,High Popularity,Fast,Moderate,September
I Wish,Tom Misch,53,I Wish,2016-06-28,r&b,0.787,0.329,6,-11.869,0.0447,0.133,0.404,86.997,228862,Medium Popularity,Slow,Quiet,June
Virga,Myles Jasnowski,20,Mylestones,2018-06-15,r&b,0.817,0.336,9,-10.797,0.536,0.188,0.197,92.04,208696,Very Low Popularity,Moderate,Quiet,June
Portland,Zoology,29,Portland,2017-11-24,r&b,0.772,0.358,6,-15.392,0.17,0.145,0.489,112.014,199000,Low Popularity,Moderate,Very Quiet,November
Nightgowns,Tom Misch,30,Nightgowns,2015-08-21,r&b,0.847,0.552,10,-8.85,0.433,0.15,0.337,91.874,166164,Low Popularity,Moderate,Moderate,August
Eternally 12,Melanie Faye,53,Eternally 12,2019-02-01,r&b,0.713,0.387,8,-15.257,0.0356,0.0732,0.539,129.908,241603,Medium Popularity,Fast,Very Quiet,February
Lost in Paris,Tom Misch,54,Lost in Paris,2018-04-03,r&b,0.788,0.711,1,-7.811,0.0597,0.0838,0.802,104.149,194023,Medium Popularity,Moderate,Moderate,April
Buttermilk,Beau Diako,40,Buttermilk,2019-08-30,r&b,0.608,0.548,2,-7.829,0.0346,0.132,0.397,88.034,205143,Low Popularity,Slow,Moderate,August
Negai,Zoology,30,Negai,2017-01-13,r&b,0.548,0.65,11,-12.406,0.408,0.102,0.439,96.783,196531,Low Popularity,Moderate,Quiet,January
Tell Me When,Christian Kuria,33,Tell Me When,2018-09-16,r&b,0.693,0.509,7,-13.299,0.1,0.0648,0.495,84.993,267790,Low Popularity,Slow,Quiet,September
Want More,Kevin Lavitt,24,Want More,2019-07-12,r&b,0.826,0.506,0,-9.302,0.0902,0.113,0.623,118.97,173749,Low Popularity,Moderate,Moderate,July
Time,Isaiah Sharkey,28,Love Is The Key (The Cancerian Theme),2019-06-21,r&b,0.649,0.459,9,-8.767,0.369,0.0426,0.352,127.407,323909,Low Popularity,Fast,Moderate,June
Maldita Abusadora,Paulo Londra,67,Homerun,2019-05-23,r&b,0.781,0.373,7,-9.35,0.121,0.348,0.669,117.98,250297,High Popularity,Moderate,Moderate,May
Yinmn Blue,Chris Mazuera,16,Monstera,2018-06-01,r&b,0.857,0.248,1,-13.129,0.0644,0.118,0.518,130.757,195125,Very Low Popularity,Fast,Quiet,June
The Bird,Anderson .Paak,58,Malibu,2016-01-15,r&b,0.488,0.645,11,-7.226,0.421,0.154,0.595,148.733,217773,Medium Popularity,Fast,Moderate,January
Road Less Traveled,Fatai,29,Road Less Traveled,2019-03-14,r&b,0.817,0.312,7,-6.649,0.206,0.0556,0.456,112.11,258750,Low Popularity,Moderate,Moderate,March
She Knows,Isaiah Sharkey,17,LOVE.LIFE.LIVE,2017-09-18,r&b,0.488,0.515,8,-12.062,0.181,0.196,0.49,135.029,233047,Very Low Popularity,Fast,Quiet,September
All We Do,Matt Quentin,49,Skyline,2019-01-30,r&b,0.491,0.253,2,-15.562,0.0928,0.168,0.422,84.33,170455,Medium Popularity,Slow,Very Quiet,January
Lovely,Tane,24,Lovely,2018-04-10,r&b,0.498,0.47,0,-14.096,0.0485,0.144,0.0768,82.977,160482,Low Popularity,Slow,Quiet,April
Super Sad Always,Melanie Faye,59,Super Sad Always,2019-12-20,r&b,0.634,0.417,9,-8.294,0.0619,0.302,0.52,123.075,193000,Medium Popularity,Fast,Moderate,December
You,Kymara,13,You,2020-01-17,r&b,0.63,0.378,3,-11.856,0.0925,0.129,0.39,139.586,202439,Very Low Popularity,Fast,Quiet,January
Freedom & Fireworks,Bastian Steven,8,Freedom & Fireworks,2020-01-15,r&b,0.707,0.554,2,-8.404,0.0379,0.127,0.653,90.011,269073,Very Low Popularity,Moderate,Moderate,January
Say Something,Jordan Rakei,12,Say Something,2019-04-23,r&b,0.712,0.685,10,-8.225,0.124,0.212,0.836,91.04,160966,Very Low Popularity,Moderate,Moderate,April
Heartbeat (Freestyle),Macarena,18,Rebirth,2018-11-16,r&b,0.844,0.421,8,-8.882,0.171,0.329,0.488,108.331,211760,Very Low Popularity,Moderate,Moderate,November
Break the Hold,Phoebe Day,11,Break the Hold,2020-01-10,r&b,0.4,0.554,4,-7.932,0.136,0.104,0.319,111.98,188267,Very Low Popularity,Moderate,Moderate,January
Wildfire,Jordan Rakei,3,Wildfire,2018-05-10,r&b,0.745,0.747,2,-10.008,0.0517,0.143,0.759,98.003,248876,Very Low Popularity,Moderate,Quiet,May
Alone in the Same Room,PWR CPL,35,Alone in the Same Room,2019-01-29,r&b,0.451,0.699,1,-6.169,0.306,0.0958,0.627,98.453,253200,Low Popularity,Moderate,Moderate,January
Brown Sugar,D'Angelo,4,Brown Sugar,1995-07-03,r&b,0.718,0.486,9,-8.342,0.168,0.102,0.589,83.077,262893,Very Low Popularity,Slow,Moderate,July
Slowly,falcxne,29,Slowly,2018-04-26,r&b,0.688,0.368,5,-7.821,0.0379,0.123,0.641,106.943,199346,Low Popularity,Moderate,Moderate,April
Balls,Olivia King,22,D.I.Y.,2019-06-28,r&b,0.691,0.626,4,-4.588,0.172,0.0886,0.538,119.969,206000,Low Popularity,Moderate,Loud,June
Lost in Paris,Tom Misch,61,Geography,2018-04-06,r&b,0.788,0.711,1,-7.811,0.0597,0.0838,0.802,104.149,194023,High Popularity,Moderate,Moderate,April
Is It So Wrong,Rachel Mazer,32,How Do We Get By,2019-03-08,r&b,0.738,0.619,4,-7.991,0.0643,0.222,0.575,94.986,200547,Low Popularity,Moderate,Moderate,March
Glow,Phoebe Day,19,Glow,2019-10-18,r&b,0.41,0.587,9,-8.448,0.0537,0.552,0.248,150.064,207000,Very Low Popularity,Very Fast,Moderate,October
Fantasy,Hana,20,Fantasy,2019-10-25,r&b,0.732,0.287,2,-13.986,0.242,0.107,0.372,90.013,238167,Very Low Popularity,Moderate,Quiet,October
Street Light (feat. Gwen Bunn),Jordan Rakei,3,Groove Curse,2014-08-15,r&b,0.615,0.394,11,-9.281,0.162,0.105,0.426,162.419,249626,Very Low Popularity,Very Fast,Moderate,August
Easy,Mac Ayres,72,Drive Slow,2017-08-11,r&b,0.722,0.282,5,-7.484,0.106,0.147,0.217,91.367,314358,High Popularity,Moderate,Moderate,August
No Rollies (feat. David Morin),Clear Mortifee,11,Medicines,2017-06-23,r&b,0.678,0.622,7,-4.634,0.19,0.0882,0.644,94.048,212360,Very Low Popularity,Moderate,Loud,June
Focused,Olivia King,21,Focused,2017-06-01,r&b,0.775,0.373,0,-12.788,0.231,0.194,0.539,92.096,159130,Low Popularity,Moderate,Quiet,June
No Way,Tanaë,30,Talking to Myself,2019-05-09,r&b,0.572,0.559,0,-8.48,0.208,0.167,0.406,159.752,182040,Low Popularity,Very Fast,Moderate,May
Ottolenghi,Loyle Carner,54,Ottolenghi,2018-10-11,r&b,0.752,0.584,7,-10.634,0.275,0.197,0.264,94.918,197600,Medium Popularity,Moderate,Quiet,October
Got 'Til It's Gone,Janet Jackson,63,The Velvet Rope,1997-10-07,r&b,0.789,0.413,7,-7.518,0.244,0.3,0.518,89.911,241760,High Popularity,Slow,Moderate,October
Add the Bassline,Jordan Rakei,13,Groove Curse,2014-08-15,r&b,0.753,0.352,8,-9.566,0.173,0.12,0.53,89.968,158145,Very Low Popularity,Slow,Moderate,August
Back In The Day,Erykah Badu,1,Worldwide Underground,2003-09-16,r&b,0.746,0.547,5,-9.236,0.0903,0.201,0.528,91.839,286920,Very Low Popularity,Moderate,Moderate,September
Heaven,Mal V Moo,17,Heaven,2019-11-01,r&b,0.839,0.289,0,-10.973,0.0835,0.121,0.516,106.983,174868,Very Low Popularity,Moderate,Quiet,November
Resurrection,Common,56,Resurrection,1994-10-25,r&b,0.769,0.682,1,-12.584,0.354,0.702,0.433,91.486,227827,Medium Popularity,Moderate,Quiet,October
Fell In Love With A Boy,Joss Stone,47,The Soul Sessions,2003-01-01,r&b,0.679,0.713,3,-5.479,0.219,0.188,0.778,84.968,218720,Medium Popularity,Slow,Moderate,January
One Of These Days,Room Eleven,1,Six White Russians And A Pink Pussycat,2006-01-01,r&b,0.685,0.499,7,-9.671,0.0373,0.183,0.722,102.902,227400,Very Low Popularity,Moderate,Moderate,January
Some Kind Of Wonderful,Joss Stone,41,The Soul Sessions,2003-01-01,r&b,0.837,0.541,0,-5.068,0.136,0.152,0.654,103.971,236133,Medium Popularity,Moderate,Moderate,January
The Bird,Anderson .Paak,52,Malibu,2016-01-15,r&b,0.488,0.645,11,-7.226,0.421,0.154,0.595,148.733,217773,Medium Popularity,Fast,Moderate,January
Doing Alright,Bastian Steven,20,Doing Alright,2019-11-15,r&b,0.803,0.664,9,-5.055,0.0321,0.186,0.923,127.636,167927,Very Low Popularity,Fast,Moderate,November
Resilient,Jakspin,16,Resilient,2018-10-19,r&b,0.638,0.569,8,-7.759,0.0976,0.111,0.757,95.951,183125,Very Low Popularity,Moderate,Moderate,October
The Light,Jordan Rakei,24,The Light,2015-12-11,r&b,0.794,0.453,6,-12.402,0.104,0.166,0.525,99.006,240606,Low Popularity,Moderate,Quiet,December
Know You Now,Amy Winehouse,33,Frank,2003-10-20,r&b,0.847,0.696,5,-6.113,0.0642,0.0795,0.763,140.678,183253,Low Popularity,Fast,Moderate,October
Granada,500 Year Flood,15,Granada,2019-10-11,r&b,0.599,0.423,8,-7.075,0.0914,0.0773,0.893,139.636,221942,Very Low Popularity,Fast,Moderate,October
Crazy Dream,Tom Misch,40,Reverie,2016-07-15,r&b,0.852,0.664,9,-5.179,0.123,0.0737,0.148,95.815,212044,Low Popularity,Moderate,Moderate,July
Watch Me Dance,Tom Misch,37,Reverie,2016-07-15,r&b,0.771,0.29,10,-13.413,0.0341,0.0645,0.192,118.003,303586,Low Popularity,Moderate,Quiet,July
Ella,Esmé,19,Ella,2019-08-09,r&b,0.714,0.508,0,-8.197,0.0362,0.167,0.379,136.419,189383,Very Low Popularity,Fast,Moderate,August
Glory,Chloe Bodur,17,Glory,2017-11-26,r&b,0.643,0.477,11,-7.279,0.0431,0.0783,0.12,122.933,252409,Very Low Popularity,Fast,Moderate,November
Sharpness,Jamie Woon,9,Making Time,2015-10-30,r&b,0.853,0.576,6,-8.207,0.0585,0.1,0.671,98.002,207133,Very Low Popularity,Moderate,Moderate,October
No Other Way,Sinead Harnett,4,N.O.W,2014-01-01,r&b,0.756,0.525,3,-8.565,0.108,0.224,0.501,90.896,199947,Very Low Popularity,Moderate,Moderate,January
Nakamarra (feat. Q-Tip),Hiatus Kaiyote,57,Tawk Tomahawk,2013-07-12,r&b,0.552,0.531,8,-6.767,0.125,0.11,0.324,91.573,275320,Medium Popularity,Moderate,Moderate,July
Me Myself & I,Jhaye,15,Me Myself & I,2018-11-16,r&b,0.438,0.497,1,-10.161,0.231,0.378,0.531,114.851,195652,Very Low Popularity,Moderate,Quiet,November
Lie,Macarena,12,Lie,2017-11-01,r&b,0.705,0.347,10,-11.898,0.0726,0.103,0.299,88.984,213077,Very Low Popularity,Slow,Quiet,November
Moon,Masakoi,35,Moon,2019-08-08,r&b,0.801,0.211,1,-15.408,0.0465,0.1,0.16,92.037,240125,Low Popularity,Moderate,Very Quiet,August
Peace,Olivia King,27,D.I.Y.,2019-06-28,r&b,0.713,0.336,9,-8.687,0.0523,0.085,0.298,115.026,233739,Low Popularity,Moderate,Moderate,June
Velcro Shoes,Chameleonize,25,Velcro Shoes,2019-05-31,r&b,0.619,0.65,5,-11.157,0.0455,0.196,0.756,84.823,287500,Low Popularity,Slow,Quiet,May
Velvet,falcxne,22,Velvet,2019-08-21,r&b,0.788,0.68,7,-3.436,0.0437,0.0499,0.911,95.01,172889,Low Popularity,Moderate,Loud,August
Long Walks,Okvsho,22,Traphouse Jazz,2018-07-06,r&b,0.648,0.452,2,-10.563,0.136,0.139,0.362,169.847,225867,Low Popularity,Very Fast,Quiet,July
Holding Back The Years,Gretchen Parlato,29,The Lost and Found,2011-05-31,r&b,0.541,0.263,0,-16.936,0.0427,0.115,0.127,92.624,226587,Low Popularity,Moderate,Very Quiet,May
Blues Man,Emily Simbi,14,Emily Simbi,2016-07-29,r&b,0.689,0.549,4,-12.611,0.0534,0.126,0.638,97.08,212750,Very Low Popularity,Moderate,Quiet,July
Symphony,Kay Slice,19,Symphony,2019-11-08,r&b,0.658,0.572,5,-7.085,0.0648,0.28,0.416,123.659,187137,Very Low Popularity,Fast,Moderate,November
All Keeps Falling,Bastian Steven,41,All Keeps Falling,2019-12-15,r&b,0.729,0.425,7,-7.981,0.206,0.382,0.37,152.091,231085,Medium Popularity,Very Fast,Moderate,December
I'm Going to Tell You,Barney Artist,42,Painting Sounds,2016-04-29,r&b,0.581,0.415,5,-9.125,0.435,0.0961,0.352,89.076,185000,Medium Popularity,Slow,Moderate,April
Leave Me Alone (feat. Erykah Badu),RC & The Gritz,38,Pay Your Tab,2013-11-26,r&b,0.718,0.434,1,-8.619,0.0567,0.0876,0.78,89.032,286640,Low Popularity,Slow,Moderate,November
Canggu,FKJ,54,French Kiwi Juice,2017-03-02,r&b,0.614,0.469,8,-6.603,0.0605,0.112,0.292,85.994,245816,Medium Popularity,Slow,Moderate,March
Memories,The Small Circle,30,Mechanism,2016-12-10,r&b,0.83,0.454,2,-8.81,0.0419,0.0811,0.562,94.993,208000,Low Popularity,Moderate,Moderate,December
Great Blacks,Georgia Anne Muldrow,35,A Thoughtiverse Unmarred,2015-05-19,r&b,0.604,0.814,10,-5.998,0.343,0.318,0.606,92.044,184068,Low Popularity,Moderate,Moderate,May
Better Give U Up,FKJ,63,French Kiwi Juice,2017-03-02,r&b,0.525,0.72,11,-6.916,0.169,0.0769,0.483,91.708,256800,High Popularity,Moderate,Moderate,March
Infinity,Hadassah,18,Infinity,2019-02-14,r&b,0.718,0.588,6,-12.307,0.0428,0.126,0.261,99.976,172848,Very Low Popularity,Moderate,Quiet,February
Follow,Tom Misch,54,Reverie,2016-07-15,r&b,0.785,0.367,4,-8.483,0.0363,0.0902,0.468,90.003,225341,Medium Popularity,Moderate,Moderate,July
Get Away,The Internet,54,Ego Death,2015-06-26,r&b,0.757,0.485,9,-12.309,0.0648,0.193,0.372,110.371,148707,Medium Popularity,Moderate,Quiet,June
Monks,Frank Ocean,57,channel ORANGE,2012-01-01,r&b,0.747,0.758,0,-4.743,0.179,0.214,0.601,102.02,200240,Medium Popularity,Moderate,Loud,January
F.U.B.U.,Solange,50,A Seat at the Table,2016-09-30,r&b,0.475,0.499,0,-6.818,0.185,0.111,0.454,142.867,313893,Medium Popularity,Fast,Moderate,September
Some,Steve Lacy,51,Steve Lacy's Demo,2017-02-24,r&b,0.51,0.666,4,-7.474,0.0638,0.0758,0.106,103.584,180696,Medium Popularity,Moderate,Moderate,February
Special Affair,The Internet,63,Ego Death,2015-06-26,r&b,0.795,0.409,9,-10.134,0.0859,0.112,0.518,120.095,176187,High Popularity,Fast,Quiet,June
Dontcha,The Internet,51,Feel Good,2013-09-20,r&b,0.861,0.346,8,-12.033,0.0702,0.104,0.579,115.264,201640,Medium Popularity,Moderate,Quiet,September
West (feat. Daniel Caesar),River Tiber,50,Indigo,2016-06-24,r&b,0.265,0.47,8,-8.349,0.0444,0.226,0.145,121.024,152250,Medium Popularity,Fast,Moderate,June
Right of Spring,Ravyn Lenae,34,Moon Shoes EP,2016-07-29,r&b,0.585,0.484,0,-11.949,0.0976,0.0969,0.188,99.937,163773,Low Popularity,Moderate,Quiet,July
The Waters (feat. BJ the Chicago Kid),Anderson .Paak,55,Malibu,2016-01-15,r&b,0.671,0.678,10,-6.171,0.362,0.298,0.718,91.456,174253,Medium Popularity,Moderate,Moderate,January
Come Down,Anderson .Paak,66,Malibu,2016-01-15,r&b,0.841,0.898,8,-7.135,0.104,0.304,0.931,98.401,169727,High Popularity,Moderate,Moderate,January
Parking Lot,Anderson .Paak,54,Malibu,2016-01-15,r&b,0.639,0.907,9,-7.85,0.0409,0.704,0.696,97.019,234333,Medium Popularity,Moderate,Moderate,January
Put Me Thru,Anderson .Paak,56,Malibu,2016-01-15,r&b,0.732,0.789,5,-3.717,0.0476,0.123,0.607,107.978,160760,Medium Popularity,Moderate,Loud,January
Streetcar,Daniel Caesar,71,Pilgrim's Paradise,2015-11-12,r&b,0.41,0.298,3,-11.796,0.0473,0.158,0.142,109.651,246972,High Popularity,Moderate,Quiet,November
Death & Taxes,Daniel Caesar,61,Pilgrim's Paradise,2015-11-12,r&b,0.448,0.328,7,-11.132,0.0351,0.347,0.209,113.941,305081,High Popularity,Moderate,Quiet,November
Paradise (feat. Badbadnotgood & Sean Leon),Daniel Caesar,49,Pilgrim's Paradise,2015-11-12,r&b,0.437,0.792,8,-6.792,0.0354,0.22,0.402,83.961,266470,Medium Popularity,Slow,Moderate,November
Show Love,Everything Is Recorded,32,Show Love,2017-10-20,r&b,0.768,0.372,4,-8.549,0.125,0.139,0.268,148.529,190984,Low Popularity,Fast,Moderate,October
Chanel,Frank Ocean,82,Chanel,2017-03-10,r&b,0.776,0.503,0,-5.732,0.237,0.112,0.473,110.134,210285,Very High Popularity,Moderate,Moderate,March
Lost,Frank Ocean,67,channel ORANGE,2012-01-01,r&b,0.913,0.603,8,-4.892,0.226,0.167,0.497,123.061,234093,High Popularity,Fast,Loud,January
Japanese Denim,Daniel Caesar,75,Get You - Single,2016-10-21,r&b,0.707,0.238,3,-8.818,0.0379,0.0842,0.345,124.156,270847,High Popularity,Fast,Moderate,October
Under Control,The Internet,51,Ego Death,2015-06-26,r&b,0.706,0.714,7,-6.134,0.061,0.185,0.503,98.003,244293,Medium Popularity,Moderate,Moderate,June
Confidently Lost,Sabrina Claudio,65,Confidently Lost,2017-03-02,r&b,0.666,0.39,5,-8.575,0.0838,0.111,0.325,113.866,209885,High Popularity,Moderate,Moderate,March
Focus,H.E.R.,60,H.E.R. Volume 1,2016-09-09,r&b,0.597,0.291,1,-13.483,0.0576,0.108,0.09,87.082,200195,Medium Popularity,Slow,Quiet,September
Pink + White,Frank Ocean,77,Blonde,2016-08-20,r&b,0.544,0.552,9,-7.45,0.0991,0.415,0.554,159.738,184516,High Popularity,Very Fast,Moderate,August
